word,part_of_speech,definitions,examples,section,source
Ginluwás,unknown,sang Dyús angtanán . God,,L,MotusDictionary
redeemed,unknown,everyone.,,L,MotusDictionary
lúya,adj,"/ma-/ decrepit, weak, frail.",,L,MotusDictionary
lúyag,v,"/ma-, ma-…-an/ to want, to desire, to like.",,L,MotusDictionary
lúyluy,v,"/mag-/ to hand down, to droop.",,L,MotusDictionary
luyú,adv,"by, near, beside. L",,L,MotusDictionary
1-ma-,unknown,va proposed action affix of the/mag-/ verb.,,M,MotusDictionary
Variant,unknown,of/maga-/. Mabakál akúsang | líbro. Iwillbuyabook.; proposed action,,M,MotusDictionary
affix,unknown,of the/ma-/verb. Mabakál kuang,,M,MotusDictionary
buythepairofshoes,unknown,for Cora.,,M,MotusDictionary
2-ma-,unknown,"aa adjective formative affix attached to | nouns, verb oradjective roots. Mahumút",,M,MotusDictionary
angbúlak,unknown,. Theflower isfragrant. | ma-…-an va proposed action affix of the/ma-/ verb for,,M,MotusDictionary
benefactive-locative,unknown,focus. Mabáklan ku,,M,MotusDictionary
regálo,unknown,"sang si Néna . Iwillbeable to buya | giftfor Nena. | ma’álwan adj rude, mean. | ma’áyu adj well, good, fine.",,M,MotusDictionary
being,unknown,asdescribed by theadjective root.,,M,MotusDictionary
Angmasakitún,unknown,gindalá saospitál . Thesick,,M,MotusDictionary
mábdus,v,/mag-/ to bepregnant.,,M,MotusDictionary
maká-,unknown,va proposed action affix of the/maka-/ verb,,M,MotusDictionary
foractor,unknown,focus. Makakánta si Razéla bwas .,,M,MotusDictionary
Razela,unknown,willbeable to sing to morrow .,"Maka’áku’ n God, the Almighty .",M,MotusDictionary
makiná,n,"machine, moto r .",,M,MotusDictionary
makinílya,n,typewriter .,,M,MotusDictionary
mákut,v,"/magpa-, -pa-…-un/ to make afire, to begin | to burn, to start to blaze. Ginpamákut ku",,M,MotusDictionary
angpapél,unknown,sadapúg . Iused paper to kindle | fireinthesto ve.,,M,MotusDictionary
mádre,n,"nun, Catholic nun. | ma’éstro n teacher , in structo r .",,M,MotusDictionary
1-mag-,unknown,va in finitive acto r focus affix. Gústo ku | magka’ún . Iwould liketo eat.,,M,MotusDictionary
2-mag-,unknown,na noun formative affix designating,,M,MotusDictionary
reciprocal,unknown,relationship. Mag’asáwa si,,M,MotusDictionary
arehusband,unknown,"andwife. | magá’ va proposed action affix of the/mag-/ verb. | mág’an adj /ma-/ light, trivial, cheerful. | mag’asáwa n married couple.",,M,MotusDictionary
mágka-,unknown,va verbal affix designating possibility of a,,M,MotusDictionary
Nagkadis,unknown,-gústo si Razélkagsi Teresíta .,,M,MotusDictionary
RazelandTeresita,unknown,hada | misunderstanding.,,M,MotusDictionary
mágpa-,unknown,va verbal affix designating causation of action,,M,MotusDictionary
pants,unknown,sewed forhim. Togointhedirection | of. Nagpa Maníla ’akú. Iwent to Manila.,,M,MotusDictionary
maǵpang-,unknown,va verbal affix. Magpanghilám ’-usakú. Iwill,,M,MotusDictionary
wash,unknown,myface.,,M,MotusDictionary
maguláng,n,"older sibling, older in age. M",,M,MotusDictionary
mahál,adj,"expensive, dear, cherished.",,M,MotusDictionary
mahímo,v,"to bepossible, to befeasible. | ma’ís n corn.",,M,MotusDictionary
malá,adj,/ma-/ dry.,,M,MotusDictionary
Nagmalá,unknown,naangpantalún ku. Mypants,,M,MotusDictionary
arealready,unknown,dry.,,M,MotusDictionary
maléta,n,"piece of baggage, luggage.",,M,MotusDictionary
málu,v,"/magpa-/ to give analarm, to crow asof | cocks.",,M,MotusDictionary
mán,unknown,"pt also, to o. Ma’áyu man. Fine, to o.",,M,MotusDictionary
mánang,n,respect term foralady older than the,,M,MotusDictionary
speaker,unknown,.,,M,MotusDictionary
mándo,n,"command, announcement.",,M,MotusDictionary
announced,unknown,to becareful of thefire.,,M,MotusDictionary
maného,v,"/mag-, -un/to manipulate, to drive acar.",,M,MotusDictionary
Nagmaného,unknown,si Senén sang kótse . Senen,,M,MotusDictionary
drove,unknown,acar.,,M,MotusDictionary
maní,n,peanut.,,M,MotusDictionary
manínay,n,godmother .,,M,MotusDictionary
mansánas,n,"apple. | mantíka’ n cooking oil, shortening.",,M,MotusDictionary
mantikílya,n,butter .,,M,MotusDictionary
mántil,n,tablecloth. HILIGA YNON DICTIONAR Y,,M,MotusDictionary
mántsa,n,"stain, spot.",,M,MotusDictionary
juice,unknown,stained mydress. | mántu’ n veilused by women in church.,,M,MotusDictionary
manúk,n,chicken.,,M,MotusDictionary
manúg-,unknown,na noun formative affix designating atype of | joborwork. Manugbúlung si Pédro. Pedro,,M,MotusDictionary
isadoctor,unknown,". | mán’ug n snake, serpent.",,M,MotusDictionary
mánung,n,respect term formen older than the,,M,MotusDictionary
1-mang-,unknown,va active action affix usually designating,,M,MotusDictionary
2-mang-,unknown,na noun formative affix designating type of | joborprofession. Mangungúma si Cárlos .,,M,MotusDictionary
mángga,n,mango .,,M,MotusDictionary
mánggad,n,"wealth, property .",,M,MotusDictionary
mánghud,n,"younger sibling, term used forpeople",,M,MotusDictionary
younger,unknown,in agethan thespeaker .,,M,MotusDictionary
mangín,unknown,"va to become, to belike. Mangín presidénte",,M,MotusDictionary
angtáwung,unknown,iná’. That man willbecome a | president. M,,M,MotusDictionary
mangungúma,n,farmer .,,M,MotusDictionary
mápa,n,map.,,M,MotusDictionary
marásmas,v,/mag-/ to become wide awake.,,M,MotusDictionary
márka,n,"brand, mark, label.",,M,MotusDictionary
marinéro,n,sailor .,,M,MotusDictionary
mármul,n,marble.,,M,MotusDictionary
Márso,n,March.,,M,MotusDictionary
Mártes,n,Tuesday .,,M,MotusDictionary
martílyu,n,hammer .,,M,MotusDictionary
martír,n,martyr .,,M,MotusDictionary
mártsa,n,"march, drill practice.",,M,MotusDictionary
maskará,n,mask.,,M,MotusDictionary
máskin,unknown,"con even if, even though, aslong as.",,M,MotusDictionary
masyádo,adv,"to omuch, in excess.",,M,MotusDictionary
mata,n,eye.,,M,MotusDictionary
matadéro,n,butcher .,,M,MotusDictionary
matárung,n,"reason, cause. HILIGA YNON DICTIONAR Y",,M,MotusDictionary
matáy,v,"/ma-/ to die, to pass away . Namatáy si | ma’úl adj numb.",Lálo. Grandfather died.,M,MotusDictionary
may-,unknown,aa adjective formative affix designating,,M,MotusDictionary
nasiRamóna,unknown,. Ramona isalready old.,,M,MotusDictionary
may,v,"to have, theexistence of something, to be | in existence. May ára’akúng lápis . Ihave | apencil.",,M,MotusDictionary
máya,n,wren.,,M,MotusDictionary
mayád,adj,"good, fine, well.",,M,MotusDictionary
Nagmáyad,unknown,nasi Carméla . Carmela is,,M,MotusDictionary
Máyo,n,May.,,M,MotusDictionary
mayór,n,mayor of ato wn orcity.,,M,MotusDictionary
mayordómo,n,"butler , of ficial of aship.",,M,MotusDictionary
medálya,n,medal.,,M,MotusDictionary
medikó,n,docto r .,,M,MotusDictionary
médya,n,half.,,M,MotusDictionary
médyas,n,"socks, sto cking.",,M,MotusDictionary
mensáhe,n,message.; /-ero/ messenger . M,,M,MotusDictionary
merkádo,n,open market.,,M,MotusDictionary
mestisílya,n,female half-breed.,,M,MotusDictionary
mestíso,n,"half-breed, male half-breed.",,M,MotusDictionary
métro,n,meter .,,M,MotusDictionary
mikániko,n,machinist.,,M,MotusDictionary
mikróbyo,n,"germ, microbe.",,M,MotusDictionary
míl,unknown,num thousand.,,M,MotusDictionary
milágru,n,miracle.,,M,MotusDictionary
mílya,n,mile.,,M,MotusDictionary
milyún,unknown,num million.,,M,MotusDictionary
mína,n,"mineral mine, land mine.",,M,MotusDictionary
minístro,n,"minister , preacher .",,M,MotusDictionary
mínus,adv,"before, less, of time. Mínus trespára alás | dos. Itisthree minutes before two.",,M,MotusDictionary
aẃto,unknown,. Theprice of thecardecreased.,,M,MotusDictionary
minútu,n,"of time, minute.",,M,MotusDictionary
míngaw,n,"/ka-/ loneliness, anguish.",,M,MotusDictionary
Ginmingáw,unknown,akúkahápun . Ifeltlonely,,M,MotusDictionary
mísa,n,Roman Catholic mass.,,M,MotusDictionary
Déver,unknown,. Father Dever said mass.,,M,MotusDictionary
misyonéro,n,missionary .,,M,MotusDictionary
mítlang,v,"/ma-/ to say, to mention. Namítlang kuang",,M,MotusDictionary
ngálan,unknown,mu. Imentioned your name.,,M,MotusDictionary
miyád,adj,"fine, good, well. Variant of mayád .",,M,MotusDictionary
motór,n,"moto r , machine.",,M,MotusDictionary
motorsíklo,n,moto rcycle.,,M,MotusDictionary
mu,unknown,"pr short form of nímu , second person",,M,MotusDictionary
post-position,unknown,source pronoun.,,M,MotusDictionary
statement,unknown,"of which itisthelastword. Amú | gidinímu. This isit, youknow . | mú’ad v /mag-, -un/to augment, to in crease, to",,M,MotusDictionary
multiply,unknown,. Nagmú ’-adangílamánggad .,,M,MotusDictionary
múklat,v,"/mag-, -un/to open on e’s eyes in waking.",,M,MotusDictionary
Nagmúklat,unknown,angmatá ni Juán. Juan’s eyes | opened.,,M,MotusDictionary
múda,n,"mode, fashion.",,M,MotusDictionary
mugún,v,"/magpa-/ to work foradaily wage, to earn.",,M,MotusDictionary
Nagpamugún,unknown,ang Tátay kusakafetérya .,,M,MotusDictionary
MyFather,unknown,worked in thecafeteria. M,,M,MotusDictionary
mulálung,v,/mag-; ma-/ to seeorperceive clearly .,,M,MotusDictionary
muléstya,n,"bother , trouble.",,M,MotusDictionary
múlta,n,"fine, penalty .",,M,MotusDictionary
Ginmultahán,unknown,si Gabriél sang $5.00 .,,M,MotusDictionary
Gabriel,unknown,wasfined $5.00.,,M,MotusDictionary
munisípyo,n,"municipal to wn hall, municipal of fice | building.",,M,MotusDictionary
múnu,unknown,"con said, according to, quoting particle.","Ma’áyu iná”, múnu ni Juán.“That’s good”,",M,MotusDictionary
Nagmúnu,unknown,si Nánay ngamakádtu kunú sya,,M,MotusDictionary
sabángko,unknown,. Mother said something about,,M,MotusDictionary
going,unknown,"to thebank. | mungá’ n hen, female chicken.",,M,MotusDictionary
múngha,n,"monk, isolated nun.",,M,MotusDictionary
murahág,adj,"pop-eyed, red-eyed.",,M,MotusDictionary
múrto,n,"ghost, spirit, apparition.",,M,MotusDictionary
muskitéro,n,mosquito net.,,M,MotusDictionary
muskobádo,n,"unrefined sugar , brown sugar .",,M,MotusDictionary
músika,n,music. HILIGA YNON DICTIONAR Y,,M,MotusDictionary
músing,v,"/ma-…-an, -an/to disgrace, to taint.",,M,MotusDictionary
Ginmusingán,unknown,niya angíyadungúg . He,,M,MotusDictionary
disgraced,unknown,himself .,,M,MotusDictionary
músmus,adj,"poor, just, on ly.",,M,MotusDictionary
mutsátso,n,"man servant, paid male servant in the | house.",,M,MotusDictionary
mutún,n,pulley . | mútya’ n pearl.,,M,MotusDictionary
mwéstra,n,"sample, model.",,M,MotusDictionary
myémbro,n,member .,,M,MotusDictionary
Myerkolés,n,Wednesday . M,,M,MotusDictionary
na-,unknown,va variant of/gina-/; completed action affix | forthe/ma-/ verb in optative mode.,,N,MotusDictionary
Nakúha,unknown,"’niláangprémyo . They won the | prize. | na’ d that, from iná’. | na-…-an va conditional completed action affix of the",,N,MotusDictionary
angAmeriká,unknown,. Lucille hasbeen to America,,N,MotusDictionary
nábaw,adj,/ma-/ shallow .,,N,MotusDictionary
naká-,unknown,va conditional completed action affix of the,,N,MotusDictionary
nákun,unknown,"pr my, mine, (first person singular",,N,MotusDictionary
nag-,unknown,va completed action affix of the/mag-/ verb.,,N,MotusDictionary
Nagdalágan,unknown,akú. Iamrunning.,,N,MotusDictionary
-nal,unknown,numa numeral affix designating regular,,N,MotusDictionary
occurrence,unknown,in aspan of time. Kinsénal ang,,N,MotusDictionary
swéldo,unknown,námun . Wegeto ursalary every,,N,MotusDictionary
naláng,unknown,"pt on ly, just, alimiting particle.",,N,MotusDictionary
námit,adj,/ma-/ delicious.,,N,MotusDictionary
nanám,adj,"/ma-/ delicious, tasty, spicy .",,N,MotusDictionary
nánay,n,"mother , respect form forolder aunts or",,N,MotusDictionary
older,unknown,ladies in thefamily .,,N,MotusDictionary
nánday,unknown,pt plural post-position personal name marker .,,N,MotusDictionary
ofCarlos,unknown,(and others).; plural non-focused,,N,MotusDictionary
Cárlos,unknown,"kag María angmangá líbro. Carlos,",,N,MotusDictionary
nánu,unknown,pr variant of anu.,,N,MotusDictionary
nangín,unknown,"va became, wasinthestate of. Nangín",,N,MotusDictionary
milyonáryo,unknown,si José. Jose became a | millionaire. | napúlu’ num ten.,,N,MotusDictionary
napúlug-,unknown,numa numeral affix designating theteens.,,N,MotusDictionary
Napúlugsiyám,unknown,angmangá líbro salamésa .,,N,MotusDictionary
naranghíta,n,nectarine.,,N,MotusDictionary
nárs,n,nurse.,,N,MotusDictionary
nátun,unknown,"pr our, ours (first person plural in clusive",,N,MotusDictionary
nawúng,n,"countenance, face.",,N,MotusDictionary
Nay,n,variant of Nánay .,,N,MotusDictionary
nayánáya,adj,"/ma-/ elegant, well-dressed.",,N,MotusDictionary
náyun,adv,"beyond, over there.",,N,MotusDictionary
nayún,n,"of pig, sow. N",,N,MotusDictionary
negósyo,n,"small business, business.; /-ante/ | merchant.",,N,MotusDictionary
eldest,unknown,girlinthefamily .,,N,MotusDictionary
nérbyos,n,"nervousness, anxiety .",,N,MotusDictionary
Ginérbyos,unknown,akúsang lupúk . Iwasnervous,,N,MotusDictionary
ni,unknown,"d this, from iní.",,N,MotusDictionary
nígru,n,"negro, black -complexioned person.",,N,MotusDictionary
níla,unknown,pr their (third person plural post-position,,N,MotusDictionary
source,unknown,pronoun).,,N,MotusDictionary
nílag,v,"/ma-, -an/to observe closely , to eavesdrop,",,N,MotusDictionary
tobeonthewatch,unknown,surreptitiously .,,N,MotusDictionary
Ginpanilágan,unknown,kukunanúangímubuhátun .,,N,MotusDictionary
Iobserved,unknown,what youwere going to do.,,N,MotusDictionary
nímu,unknown,pr your (second person singular post-position,,N,MotusDictionary
nínyu,unknown,pr your (second person plural post-position,,N,MotusDictionary
nípa,n,"nipa palm, swampy palm.",,N,MotusDictionary
nipiś,adj,"/ma-/ thin, reduced in volume. HILIGA YNON DICTIONAR Y",,N,MotusDictionary
volume,unknown,orthickness.,,N,MotusDictionary
nipúlun,adj,"/ma-/ round, circular , spherical.",,N,MotusDictionary
níwang,adj,"/ma-/ lean, thin, of animals andpeople.",,N,MotusDictionary
thinner,unknown,. Nagníwang si Asunción . Asuncion | lostweight.,,N,MotusDictionary
níya,unknown,"pr her, his, its(third person singular",,N,MotusDictionary
niyúg,n,coconut.,,N,MotusDictionary
nobéla,n,novel.,,N,MotusDictionary
Nobyémbre,n,November .,,N,MotusDictionary
nóbyo,n,"sweetheart, groom.",,N,MotusDictionary
Nónong,n,"endearment term foryoung boys,",,N,MotusDictionary
Nónoy,n,"endearment term foryoung boys,",,N,MotusDictionary
nú,unknown,pr tagquestion word from anú. | nubú’ adj /ma-/ short in height.,,N,MotusDictionary
número,n,number .,,N,MotusDictionary
núsnus,v,"/mag-, -un/to rubhard. Ginúsnus kuang",,N,MotusDictionary
trápo,unknown,sasalúg . Irubbed theragonthe | floor.,,N,MotusDictionary
nwébe,unknown,num nine.,,N,MotusDictionary
nyébe,n,snow . N,,N,MotusDictionary
nga,unknown,pt modifier connecto r . Nagbakál siÉlsa sang itúm,,N,MotusDictionary
ngabáyu,unknown,’. Elsa bought ablack dress. | ngá’a adv why.,,N,MotusDictionary
ngálan,n,name.,,N,MotusDictionary
ngásal,v,"/mag-, -un/to chatter , to talkboisterously .",,N,MotusDictionary
Nagngásal,unknown,si María sang di’ma’áyu . Maria,,N,MotusDictionary
chattered,unknown,nonsense.,,N,MotusDictionary
ngáwa,n,"surprise, apprehension.",,N,MotusDictionary
afraid,unknown,of. Nangáwa si Nína magsakáy sa,,N,MotusDictionary
kabáyu,unknown,’. Nina wasafraid to ridethehorse.,,N,MotusDictionary
ngídlis,v,"/mang-/ to behorrified, to feeluncomfortable | with, to beunpleasant ordisagreeable.",,N,MotusDictionary
Nangídlis,unknown,"akú. Iwashorrified. | ngíl’ad v /mang-/ to loathe, to besickened, to disgust.",,N,MotusDictionary
Nangíl,unknown,’-adsi María kay Gloría . Maria was,,N,MotusDictionary
disgusted,unknown,with Gloria.,,N,MotusDictionary
ngípun,n,to oth.,,N,MotusDictionary
ngísi,n,"grin, giggle.",,N,MotusDictionary
ngúrab,v,"/mag-, -un/to murmur , to complain to on eself .",,N,MotusDictionary
Nagngúrab,unknown,si Cármen . Carmen complained to,,N,MotusDictionary
herself,unknown,.,,N,MotusDictionary
ngúrub,n,"frown, roar, growl.",,N,MotusDictionary
ngútngut,v,"/mag-/ to bepainful, to feelasharp pain, to | ache. Nagngútngut angngípun ku. Myto oth | aches. NG",,N,MotusDictionary
obíspo,n,bishop.,,O,MotusDictionary
okupádo,adj,"busy, occupied.",,O,MotusDictionary
ónse,unknown,num eleven.,,O,MotusDictionary
operá,v,"/mag-, -an/to operate, to beoperated on.",Gin’operahán si Vída.,O,MotusDictionary
opisína,n,of fice.,,O,MotusDictionary
opisyál,n,of ficial.,,O,MotusDictionary
óras,n,"time; /-an/ clock, watch, time piece.",,O,MotusDictionary
orasyón,n,"angelus, to llofbells come sixo’clock in the | afternoon.",,O,MotusDictionary
órden,n,cincture of priests on thehead.,,O,MotusDictionary
soastobecome,unknown,apriest.,,O,MotusDictionary
ordináryo,adj,"common, ordinary .",,O,MotusDictionary
órgano,n,organ.,,O,MotusDictionary
ospitál,n,hospital.,,O,MotusDictionary
osyóso,adj,"curious, nosy.",,O,MotusDictionary
otél,n,hotel.,,O,MotusDictionary
otsénta,unknown,num eighty .,,O,MotusDictionary
ótso,unknown,num eight.,,O,MotusDictionary
óbra,n,"work, job, assignment.",,O,MotusDictionary
pa,unknown,"pt still, yet.",,P,MotusDictionary
1-pa-,unknown,va to move in thedirection of. Pa Maníla’ ka?,Willyougoto Manila?,P,MotusDictionary
2-pa-,unknown,na noun formative affix used with verbs.,Ma’áyu iná’ngapa’ági. That seems to bea,P,MotusDictionary
good,unknown,method.,,P,MotusDictionary
-pa-,unknown,"va verbal affix designating causation of | action, meaning to allow to happen, to",,P,MotusDictionary
Nita,unknown,"went to Manila. | pá’a n thigh. | pa’álam v /mag-, -an/to warn, to tellbeforehand. | pa’ánu adv how. | pa’ayún v /mag-, -un/to goto wards, to make for, to",,P,MotusDictionary
point,unknown,at. Ginpa’ayún kuangrebólber sa | íya. Ipointed thegunathim.,,P,MotusDictionary
paboríto,n,favorite.,,P,MotusDictionary
pábrika,n,facto ry .,,P,MotusDictionary
pábu,n,turkey . | paká’ n frog. | paka’isá n first degree cousin.,,P,MotusDictionary
pakarás,v,"/mag-, -un/to harrow . Nagpakarás akú",,P,MotusDictionary
pákaw,n,"hilt, handle.",,P,MotusDictionary
pakéte,n,"pack, package.",,P,MotusDictionary
páklang,n,"stem, branch.",,P,MotusDictionary
pákpak,n,"feather , wing.",,P,MotusDictionary
orants,unknown,from adress.,,P,MotusDictionary
pákris,n,"bruise. | páksi’ v /mag-, -un/to tear of ffrom something, to",,P,MotusDictionary
pakút,n,"guess, venture.",,P,MotusDictionary
Ginpakút,unknown,kuangsabát . Iguessed the,,P,MotusDictionary
answer,unknown,.,,P,MotusDictionary
pákyaw,adj,"wholesale, in bulk.",,P,MotusDictionary
padalá,n,"thing sent, package sent.",,P,MotusDictionary
padáyun,v,"/mag-, -un/to goonward, to continue.",,P,MotusDictionary
Nagpadáyun,unknown,si Noél sapagtu’ún . Noel,,P,MotusDictionary
continued,unknown,hisstudies.,,P,MotusDictionary
padér,n,concrete wall. P,,P,MotusDictionary
padíhut,v,"/mag-, -un/to contrive, to perform, to set | up, to organize. Ginpadíhut sang Máyor",,P,MotusDictionary
